,model,modelsize,task_name,accuracy,size_trainset,seed,trainset,testset
0,EEGNet_5filter,0.5fach,Trained_TUABEXB_test_TUABEXB,69.07,100,0,TUABEXB-R,TUABEXB-R
1,EEGNet_5filter,0.5fach,Trained_TUABEXB_test_TUABEXB,53.32,100,1,TUABEXB-R,TUABEXB-R
2,EEGNet_5filter,0.5fach,Trained_TUABEXB_test_TUABEXB,68.84,100,19022005,TUABEXB-R,TUABEXB-R
3,EEGNet_5filter,0.5fach,Trained_TUABEXB_test_TUABEXB,61.3,100,20110407,TUABEXB-R,TUABEXB-R
4,EEGNet_5filter,0.5fach,Trained_TUABEXB_test_TUABEXB,65.92,100,20170629,TUABEXB-R,TUABEXB-R
5,EEGNet_5filter,0.5fach,Trained_TUABEXB_test_TUABEXB,68.05,100,42,TUABEXB-R,TUABEXB-R
6,EEGNet_5filter,0.5fach,Trained_TUABEXB_test_TUABEXB,70.64,100,73,TUABEXB-R,TUABEXB-R
7,EEGNet_5filter,0.5fach,Trained_TUABEXB_test_TUABEXB,64.9,100,5157,TUABEXB-R,TUABEXB-R
8,EEGNet_5filter,0.5fach,Trained_TUABEXB_test_TUABEXB,62.99,100,15011963,TUABEXB-R,TUABEXB-R
9,EEGNet_5filter,0.5fach,Trained_TUABEXB_test_TUABEXB,67.27,100,682016,TUABEXB-R,TUABEXB-R
10,EEGNet_5filter,0.5fach,Trained_TUABEXB_test_TUABEXB,74.13,200,0,TUABEXB-R,TUABEXB-R
11,EEGNet_5filter,0.5fach,Trained_TUABEXB_test_TUABEXB,72.22,200,1,TUABEXB-R,TUABEXB-R
12,EEGNet_5filter,0.5fach,Trained_TUABEXB_test_TUABEXB,75.37,200,19022005,TUABEXB-R,TUABEXB-R
13,EEGNet_5filter,0.5fach,Trained_TUABEXB_test_TUABEXB,63.89,200,20110407,TUABEXB-R,TUABEXB-R
14,EEGNet_5filter,0.5fach,Trained_TUABEXB_test_TUABEXB,74.47,200,20170629,TUABEXB-R,TUABEXB-R
15,EEGNet_5filter,0.5fach,Trained_TUABEXB_test_TUABEXB,72.55,200,42,TUABEXB-R,TUABEXB-R
16,EEGNet_5filter,0.5fach,Trained_TUABEXB_test_TUABEXB,69.52,200,73,TUABEXB-R,TUABEXB-R
17,EEGNet_5filter,0.5fach,Trained_TUABEXB_test_TUABEXB,69.74,200,5157,TUABEXB-R,TUABEXB-R
18,EEGNet_5filter,0.5fach,Trained_TUABEXB_test_TUABEXB,70.98,200,15011963,TUABEXB-R,TUABEXB-R
19,EEGNet_5filter,0.5fach,Trained_TUABEXB_test_TUABEXB,72.33,200,682016,TUABEXB-R,TUABEXB-R
20,EEGNet_5filter,0.5fach,Trained_TUABEXB_test_TUABEXB,74.69,400,0,TUABEXB-R,TUABEXB-R
21,EEGNet_5filter,0.5fach,Trained_TUABEXB_test_TUABEXB,75.7,400,1,TUABEXB-R,TUABEXB-R
22,EEGNet_5filter,0.5fach,Trained_TUABEXB_test_TUABEXB,76.27,400,19022005,TUABEXB-R,TUABEXB-R
23,EEGNet_5filter,0.5fach,Trained_TUABEXB_test_TUABEXB,78.07,400,20110407,TUABEXB-R,TUABEXB-R
24,EEGNet_5filter,0.5fach,Trained_TUABEXB_test_TUABEXB,76.83,400,20170629,TUABEXB-R,TUABEXB-R
25,EEGNet_5filter,0.5fach,Trained_TUABEXB_test_TUABEXB,74.47,400,42,TUABEXB-R,TUABEXB-R
26,EEGNet_5filter,0.5fach,Trained_TUABEXB_test_TUABEXB,76.04,400,73,TUABEXB-R,TUABEXB-R
27,EEGNet_5filter,0.5fach,Trained_TUABEXB_test_TUABEXB,72.55,400,5157,TUABEXB-R,TUABEXB-R
28,EEGNet_5filter,0.5fach,Trained_TUABEXB_test_TUABEXB,74.02,400,15011963,TUABEXB-R,TUABEXB-R
29,EEGNet_5filter,0.5fach,Trained_TUABEXB_test_TUABEXB,75.03,400,682016,TUABEXB-R,TUABEXB-R
30,EEGNet_5filter,0.5fach,Trained_TUABEXB_test_TUABEXB,76.27,800,0,TUABEXB-R,TUABEXB-R
31,EEGNet_5filter,0.5fach,Trained_TUABEXB_test_TUABEXB,77.05,800,1,TUABEXB-R,TUABEXB-R
32,EEGNet_5filter,0.5fach,Trained_TUABEXB_test_TUABEXB,77.73,800,19022005,TUABEXB-R,TUABEXB-R
33,EEGNet_5filter,0.5fach,Trained_TUABEXB_test_TUABEXB,78.63,800,20110407,TUABEXB-R,TUABEXB-R
