,model,modelsize,task_name,accuracy,size_trainset,seed,trainset,testset
0,TCN_110filter,4fach,Trained_TUABEXB_test_TUABEXB,61.42,100,0,TUABEXB-R,TUABEXB-R
1,TCN_110filter,4fach,Trained_TUABEXB_test_TUABEXB,60.74,100,1,TUABEXB-R,TUABEXB-R
2,TCN_110filter,4fach,Trained_TUABEXB_test_TUABEXB,61.53,100,19022005,TUABEXB-R,TUABEXB-R
3,TCN_110filter,4fach,Trained_TUABEXB_test_TUABEXB,62.43,100,20110407,TUABEXB-R,TUABEXB-R
4,TCN_110filter,4fach,Trained_TUABEXB_test_TUABEXB,58.61,100,20170629,TUABEXB-R,TUABEXB-R
5,TCN_110filter,4fach,Trained_TUABEXB_test_TUABEXB,59.62,100,42,TUABEXB-R,TUABEXB-R
6,TCN_110filter,4fach,Trained_TUABEXB_test_TUABEXB,61.53,100,73,TUABEXB-R,TUABEXB-R
7,TCN_110filter,4fach,Trained_TUABEXB_test_TUABEXB,61.64,100,5157,TUABEXB-R,TUABEXB-R
8,TCN_110filter,4fach,Trained_TUABEXB_test_TUABEXB,59.28,100,15011963,TUABEXB-R,TUABEXB-R
9,TCN_110filter,4fach,Trained_TUABEXB_test_TUABEXB,60.07,100,682016,TUABEXB-R,TUABEXB-R
10,TCN_110filter,4fach,Trained_TUABEXB_test_TUABEXB,63.78,200,0,TUABEXB-R,TUABEXB-R
11,TCN_110filter,4fach,Trained_TUABEXB_test_TUABEXB,64.0,200,1,TUABEXB-R,TUABEXB-R
12,TCN_110filter,4fach,Trained_TUABEXB_test_TUABEXB,65.02,200,19022005,TUABEXB-R,TUABEXB-R
13,TCN_110filter,4fach,Trained_TUABEXB_test_TUABEXB,63.1,200,20110407,TUABEXB-R,TUABEXB-R
14,TCN_110filter,4fach,Trained_TUABEXB_test_TUABEXB,62.32,200,20170629,TUABEXB-R,TUABEXB-R
15,TCN_110filter,4fach,Trained_TUABEXB_test_TUABEXB,67.15,200,42,TUABEXB-R,TUABEXB-R
16,TCN_110filter,4fach,Trained_TUABEXB_test_TUABEXB,64.68,200,73,TUABEXB-R,TUABEXB-R
17,TCN_110filter,4fach,Trained_TUABEXB_test_TUABEXB,63.67,200,5157,TUABEXB-R,TUABEXB-R
