,model,modelsize,task_name,accuracy,size_trainset,seed,trainset,testset
0,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,68.95,100,0,TUABEXB-R,TUABEXB-R
1,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,68.84,100,1,TUABEXB-R,TUABEXB-R
2,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,67.94,100,19022005,TUABEXB-R,TUABEXB-R
3,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,65.24,100,20110407,TUABEXB-R,TUABEXB-R
4,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,67.72,100,20170629,TUABEXB-R,TUABEXB-R
5,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,69.52,100,42,TUABEXB-R,TUABEXB-R
6,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,70.19,100,73,TUABEXB-R,TUABEXB-R
7,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,65.8,100,5157,TUABEXB-R,TUABEXB-R
8,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,66.7,100,15011963,TUABEXB-R,TUABEXB-R
9,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,69.07,100,682016,TUABEXB-R,TUABEXB-R
10,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,74.8,200,0,TUABEXB-R,TUABEXB-R
11,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,71.54,200,1,TUABEXB-R,TUABEXB-R
12,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,75.48,200,19022005,TUABEXB-R,TUABEXB-R
13,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,72.55,200,20110407,TUABEXB-R,TUABEXB-R
14,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,73.79,200,20170629,TUABEXB-R,TUABEXB-R
15,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,72.33,200,42,TUABEXB-R,TUABEXB-R
16,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,75.25,200,73,TUABEXB-R,TUABEXB-R
17,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,71.32,200,5157,TUABEXB-R,TUABEXB-R
18,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,71.88,200,15011963,TUABEXB-R,TUABEXB-R
19,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,72.89,200,682016,TUABEXB-R,TUABEXB-R
20,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,76.49,400,0,TUABEXB-R,TUABEXB-R
21,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,76.38,400,1,TUABEXB-R,TUABEXB-R
22,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,76.94,400,19022005,TUABEXB-R,TUABEXB-R
23,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,75.48,400,20110407,TUABEXB-R,TUABEXB-R
24,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,75.7,400,20170629,TUABEXB-R,TUABEXB-R
25,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,76.27,400,42,TUABEXB-R,TUABEXB-R
26,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,76.15,400,73,TUABEXB-R,TUABEXB-R
27,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,74.92,400,5157,TUABEXB-R,TUABEXB-R
28,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,75.25,400,15011963,TUABEXB-R,TUABEXB-R
29,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,77.5,400,682016,TUABEXB-R,TUABEXB-R
30,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,79.64,800,0,TUABEXB-R,TUABEXB-R
31,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,77.95,800,1,TUABEXB-R,TUABEXB-R
32,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,76.49,800,19022005,TUABEXB-R,TUABEXB-R
33,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,78.52,800,20110407,TUABEXB-R,TUABEXB-R
34,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,77.17,800,20170629,TUABEXB-R,TUABEXB-R
35,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,77.17,800,42,TUABEXB-R,TUABEXB-R
36,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,78.52,800,73,TUABEXB-R,TUABEXB-R
37,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,77.5,800,5157,TUABEXB-R,TUABEXB-R
38,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,79.3,800,15011963,TUABEXB-R,TUABEXB-R
39,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,78.4,800,682016,TUABEXB-R,TUABEXB-R
40,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,80.88,1600,0,TUABEXB-R,TUABEXB-R
41,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,81.1,1600,1,TUABEXB-R,TUABEXB-R
42,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,80.65,1600,19022005,TUABEXB-R,TUABEXB-R
43,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,81.1,1600,20110407,TUABEXB-R,TUABEXB-R
44,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,79.19,1600,20170629,TUABEXB-R,TUABEXB-R
45,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,79.64,1600,42,TUABEXB-R,TUABEXB-R
46,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,80.09,1600,73,TUABEXB-R,TUABEXB-R
47,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,80.65,1600,5157,TUABEXB-R,TUABEXB-R
48,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,81.66,1600,15011963,TUABEXB-R,TUABEXB-R
49,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,81.33,1600,682016,TUABEXB-R,TUABEXB-R
50,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,82.23,3200,0,TUABEXB-R,TUABEXB-R
51,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,81.44,3200,1,TUABEXB-R,TUABEXB-R
52,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,82.23,3200,19022005,TUABEXB-R,TUABEXB-R
53,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,81.89,3200,20110407,TUABEXB-R,TUABEXB-R
54,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,81.89,3200,20170629,TUABEXB-R,TUABEXB-R
55,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,80.31,3200,42,TUABEXB-R,TUABEXB-R
56,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,82.34,3200,73,TUABEXB-R,TUABEXB-R
57,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,81.44,3200,5157,TUABEXB-R,TUABEXB-R
58,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,81.44,3200,15011963,TUABEXB-R,TUABEXB-R
59,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,79.75,3200,682016,TUABEXB-R,TUABEXB-R
60,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,84.36,6400,0,TUABEXB-R,TUABEXB-R
61,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,82.45,6400,1,TUABEXB-R,TUABEXB-R
62,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,80.76,6400,19022005,TUABEXB-R,TUABEXB-R
63,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,84.25,6400,20110407,TUABEXB-R,TUABEXB-R
64,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,81.89,6400,20170629,TUABEXB-R,TUABEXB-R
65,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,81.21,6400,42,TUABEXB-R,TUABEXB-R
66,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,83.58,6400,73,TUABEXB-R,TUABEXB-R
67,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,83.24,6400,5157,TUABEXB-R,TUABEXB-R
68,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,83.58,6400,15011963,TUABEXB-R,TUABEXB-R
69,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,83.69,6400,682016,TUABEXB-R,TUABEXB-R
70,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,82.68,7990,0,TUABEXB-R,TUABEXB-R
71,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,82.79,7990,1,TUABEXB-R,TUABEXB-R
72,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,79.42,7990,19022005,TUABEXB-R,TUABEXB-R
73,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,83.35,7990,20110407,TUABEXB-R,TUABEXB-R
74,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,81.89,7990,20170629,TUABEXB-R,TUABEXB-R
75,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,83.58,7990,42,TUABEXB-R,TUABEXB-R
76,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,82.56,7990,73,TUABEXB-R,TUABEXB-R
77,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,84.25,7990,5157,TUABEXB-R,TUABEXB-R
78,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,82.56,7990,15011963,TUABEXB-R,TUABEXB-R
79,EEGNet_25filter,4fach,Trained_TUABEXB_test_TUABEXB,83.24,7990,682016,TUABEXB-R,TUABEXB-R
