,model,modelsize,task_name,accuracy,size_trainset,seed,trainset,testset
0,Shallow_55filter,2fach,Trained_TUABEXB_test_TUABEXB,72.78,100,0,TUABEXB-R,TUABEXB-R
1,Shallow_55filter,2fach,Trained_TUABEXB_test_TUABEXB,72.89,100,1,TUABEXB-R,TUABEXB-R
2,Shallow_55filter,2fach,Trained_TUABEXB_test_TUABEXB,73.79,100,19022005,TUABEXB-R,TUABEXB-R
3,Shallow_55filter,2fach,Trained_TUABEXB_test_TUABEXB,72.1,100,20110407,TUABEXB-R,TUABEXB-R
4,Shallow_55filter,2fach,Trained_TUABEXB_test_TUABEXB,75.25,100,20170629,TUABEXB-R,TUABEXB-R
5,Shallow_55filter,2fach,Trained_TUABEXB_test_TUABEXB,76.49,100,42,TUABEXB-R,TUABEXB-R
6,Shallow_55filter,2fach,Trained_TUABEXB_test_TUABEXB,73.45,100,73,TUABEXB-R,TUABEXB-R
7,Shallow_55filter,2fach,Trained_TUABEXB_test_TUABEXB,71.99,100,5157,TUABEXB-R,TUABEXB-R
8,Shallow_55filter,2fach,Trained_TUABEXB_test_TUABEXB,68.62,100,15011963,TUABEXB-R,TUABEXB-R
9,Shallow_55filter,2fach,Trained_TUABEXB_test_TUABEXB,76.72,100,682016,TUABEXB-R,TUABEXB-R
10,Shallow_55filter,2fach,Trained_TUABEXB_test_TUABEXB,75.82,200,0,TUABEXB-R,TUABEXB-R
11,Shallow_55filter,2fach,Trained_TUABEXB_test_TUABEXB,75.48,200,1,TUABEXB-R,TUABEXB-R
12,Shallow_55filter,2fach,Trained_TUABEXB_test_TUABEXB,76.15,200,19022005,TUABEXB-R,TUABEXB-R
13,Shallow_55filter,2fach,Trained_TUABEXB_test_TUABEXB,74.58,200,20110407,TUABEXB-R,TUABEXB-R
14,Shallow_55filter,2fach,Trained_TUABEXB_test_TUABEXB,75.14,200,20170629,TUABEXB-R,TUABEXB-R
15,Shallow_55filter,2fach,Trained_TUABEXB_test_TUABEXB,77.95,200,42,TUABEXB-R,TUABEXB-R
16,Shallow_55filter,2fach,Trained_TUABEXB_test_TUABEXB,75.7,200,73,TUABEXB-R,TUABEXB-R
17,Shallow_55filter,2fach,Trained_TUABEXB_test_TUABEXB,75.48,200,5157,TUABEXB-R,TUABEXB-R
18,Shallow_55filter,2fach,Trained_TUABEXB_test_TUABEXB,76.49,200,15011963,TUABEXB-R,TUABEXB-R
19,Shallow_55filter,2fach,Trained_TUABEXB_test_TUABEXB,77.73,200,682016,TUABEXB-R,TUABEXB-R
20,Shallow_55filter,2fach,Trained_TUABEXB_test_TUABEXB,79.64,400,0,TUABEXB-R,TUABEXB-R
21,Shallow_55filter,2fach,Trained_TUABEXB_test_TUABEXB,78.63,400,1,TUABEXB-R,TUABEXB-R
22,Shallow_55filter,2fach,Trained_TUABEXB_test_TUABEXB,78.85,400,19022005,TUABEXB-R,TUABEXB-R
23,Shallow_55filter,2fach,Trained_TUABEXB_test_TUABEXB,77.17,400,20110407,TUABEXB-R,TUABEXB-R
24,Shallow_55filter,2fach,Trained_TUABEXB_test_TUABEXB,79.08,400,20170629,TUABEXB-R,TUABEXB-R
25,Shallow_55filter,2fach,Trained_TUABEXB_test_TUABEXB,78.52,400,42,TUABEXB-R,TUABEXB-R
26,Shallow_55filter,2fach,Trained_TUABEXB_test_TUABEXB,79.08,400,73,TUABEXB-R,TUABEXB-R
27,Shallow_55filter,2fach,Trained_TUABEXB_test_TUABEXB,78.4,400,5157,TUABEXB-R,TUABEXB-R
28,Shallow_55filter,2fach,Trained_TUABEXB_test_TUABEXB,78.74,400,15011963,TUABEXB-R,TUABEXB-R
29,Shallow_55filter,2fach,Trained_TUABEXB_test_TUABEXB,79.87,400,682016,TUABEXB-R,TUABEXB-R
30,Shallow_55filter,2fach,Trained_TUABEXB_test_TUABEXB,80.99,800,0,TUABEXB-R,TUABEXB-R
31,Shallow_55filter,2fach,Trained_TUABEXB_test_TUABEXB,81.21,800,1,TUABEXB-R,TUABEXB-R
32,Shallow_55filter,2fach,Trained_TUABEXB_test_TUABEXB,80.43,800,19022005,TUABEXB-R,TUABEXB-R
33,Shallow_55filter,2fach,Trained_TUABEXB_test_TUABEXB,80.76,800,20110407,TUABEXB-R,TUABEXB-R
34,Shallow_55filter,2fach,Trained_TUABEXB_test_TUABEXB,80.54,800,20170629,TUABEXB-R,TUABEXB-R
35,Shallow_55filter,2fach,Trained_TUABEXB_test_TUABEXB,79.19,800,42,TUABEXB-R,TUABEXB-R
36,Shallow_55filter,2fach,Trained_TUABEXB_test_TUABEXB,80.88,800,73,TUABEXB-R,TUABEXB-R
37,Shallow_55filter,2fach,Trained_TUABEXB_test_TUABEXB,80.31,800,5157,TUABEXB-R,TUABEXB-R
38,Shallow_55filter,2fach,Trained_TUABEXB_test_TUABEXB,80.43,800,15011963,TUABEXB-R,TUABEXB-R
39,Shallow_55filter,2fach,Trained_TUABEXB_test_TUABEXB,82.0,800,682016,TUABEXB-R,TUABEXB-R
40,Shallow_55filter,2fach,Trained_TUABEXB_test_TUABEXB,82.68,1600,0,TUABEXB-R,TUABEXB-R
41,Shallow_55filter,2fach,Trained_TUABEXB_test_TUABEXB,83.91,1600,1,TUABEXB-R,TUABEXB-R
42,Shallow_55filter,2fach,Trained_TUABEXB_test_TUABEXB,83.69,1600,19022005,TUABEXB-R,TUABEXB-R
