,model,modelsize,task_name,accuracy,size_trainset,seed,trainset,testset
0,EEGNet_15filter,2fach,Trained_TUAB_test_TUAB,69.93,100,0,TUAB-R,TUAB-R
1,EEGNet_15filter,2fach,Trained_TUAB_test_TUAB,78.99,100,1,TUAB-R,TUAB-R
2,EEGNet_15filter,2fach,Trained_TUAB_test_TUAB,81.52,100,19022005,TUAB-R,TUAB-R
3,EEGNet_15filter,2fach,Trained_TUAB_test_TUAB,81.88,100,20110407,TUAB-R,TUAB-R
4,EEGNet_15filter,2fach,Trained_TUAB_test_TUAB,78.26,100,20170629,TUAB-R,TUAB-R
5,EEGNet_15filter,2fach,Trained_TUAB_test_TUAB,79.71,100,42,TUAB-R,TUAB-R
6,EEGNet_15filter,2fach,Trained_TUAB_test_TUAB,77.9,100,73,TUAB-R,TUAB-R
7,EEGNet_15filter,2fach,Trained_TUAB_test_TUAB,78.26,100,5157,TUAB-R,TUAB-R
8,EEGNet_15filter,2fach,Trained_TUAB_test_TUAB,80.07,100,15011963,TUAB-R,TUAB-R
9,EEGNet_15filter,2fach,Trained_TUAB_test_TUAB,78.62,100,682016,TUAB-R,TUAB-R
10,EEGNet_15filter,2fach,Trained_TUAB_test_TUAB,74.64,200,0,TUAB-R,TUAB-R
11,EEGNet_15filter,2fach,Trained_TUAB_test_TUAB,80.8,200,1,TUAB-R,TUAB-R
12,EEGNet_15filter,2fach,Trained_TUAB_test_TUAB,82.97,200,19022005,TUAB-R,TUAB-R
13,EEGNet_15filter,2fach,Trained_TUAB_test_TUAB,80.07,200,20110407,TUAB-R,TUAB-R
14,EEGNet_15filter,2fach,Trained_TUAB_test_TUAB,84.06,200,20170629,TUAB-R,TUAB-R
15,EEGNet_15filter,2fach,Trained_TUAB_test_TUAB,82.25,200,42,TUAB-R,TUAB-R
16,EEGNet_15filter,2fach,Trained_TUAB_test_TUAB,78.99,200,73,TUAB-R,TUAB-R
17,EEGNet_15filter,2fach,Trained_TUAB_test_TUAB,78.99,200,5157,TUAB-R,TUAB-R
18,EEGNet_15filter,2fach,Trained_TUAB_test_TUAB,84.42,200,15011963,TUAB-R,TUAB-R
19,EEGNet_15filter,2fach,Trained_TUAB_test_TUAB,81.52,200,682016,TUAB-R,TUAB-R
20,EEGNet_15filter,2fach,Trained_TUAB_test_TUAB,79.35,400,0,TUAB-R,TUAB-R
21,EEGNet_15filter,2fach,Trained_TUAB_test_TUAB,83.33,400,1,TUAB-R,TUAB-R
22,EEGNet_15filter,2fach,Trained_TUAB_test_TUAB,81.88,400,19022005,TUAB-R,TUAB-R
23,EEGNet_15filter,2fach,Trained_TUAB_test_TUAB,82.61,400,20110407,TUAB-R,TUAB-R
24,EEGNet_15filter,2fach,Trained_TUAB_test_TUAB,85.87,400,20170629,TUAB-R,TUAB-R
25,EEGNet_15filter,2fach,Trained_TUAB_test_TUAB,83.7,400,42,TUAB-R,TUAB-R
26,EEGNet_15filter,2fach,Trained_TUAB_test_TUAB,82.25,400,73,TUAB-R,TUAB-R
27,EEGNet_15filter,2fach,Trained_TUAB_test_TUAB,82.97,400,5157,TUAB-R,TUAB-R
28,EEGNet_15filter,2fach,Trained_TUAB_test_TUAB,84.42,400,15011963,TUAB-R,TUAB-R
29,EEGNet_15filter,2fach,Trained_TUAB_test_TUAB,83.33,400,682016,TUAB-R,TUAB-R
30,EEGNet_15filter,2fach,Trained_TUAB_test_TUAB,82.97,800,0,TUAB-R,TUAB-R
31,EEGNet_15filter,2fach,Trained_TUAB_test_TUAB,82.61,800,1,TUAB-R,TUAB-R
32,EEGNet_15filter,2fach,Trained_TUAB_test_TUAB,80.43,800,19022005,TUAB-R,TUAB-R
33,EEGNet_15filter,2fach,Trained_TUAB_test_TUAB,83.7,800,20110407,TUAB-R,TUAB-R
34,EEGNet_15filter,2fach,Trained_TUAB_test_TUAB,85.51,800,20170629,TUAB-R,TUAB-R
35,EEGNet_15filter,2fach,Trained_TUAB_test_TUAB,82.25,800,42,TUAB-R,TUAB-R
36,EEGNet_15filter,2fach,Trained_TUAB_test_TUAB,83.7,800,73,TUAB-R,TUAB-R
37,EEGNet_15filter,2fach,Trained_TUAB_test_TUAB,83.33,800,5157,TUAB-R,TUAB-R
38,EEGNet_15filter,2fach,Trained_TUAB_test_TUAB,86.23,800,15011963,TUAB-R,TUAB-R
39,EEGNet_15filter,2fach,Trained_TUAB_test_TUAB,84.06,800,682016,TUAB-R,TUAB-R
40,EEGNet_15filter,2fach,Trained_TUAB_test_TUAB,84.42,1600,0,TUAB-R,TUAB-R
41,EEGNet_15filter,2fach,Trained_TUAB_test_TUAB,83.7,1600,1,TUAB-R,TUAB-R
42,EEGNet_15filter,2fach,Trained_TUAB_test_TUAB,84.06,1600,19022005,TUAB-R,TUAB-R
43,EEGNet_15filter,2fach,Trained_TUAB_test_TUAB,83.7,1600,20110407,TUAB-R,TUAB-R
44,EEGNet_15filter,2fach,Trained_TUAB_test_TUAB,85.51,1600,20170629,TUAB-R,TUAB-R
45,EEGNet_15filter,2fach,Trained_TUAB_test_TUAB,84.06,1600,42,TUAB-R,TUAB-R
46,EEGNet_15filter,2fach,Trained_TUAB_test_TUAB,84.06,1600,73,TUAB-R,TUAB-R
47,EEGNet_15filter,2fach,Trained_TUAB_test_TUAB,83.7,1600,5157,TUAB-R,TUAB-R
48,EEGNet_15filter,2fach,Trained_TUAB_test_TUAB,85.51,1600,15011963,TUAB-R,TUAB-R
49,EEGNet_15filter,2fach,Trained_TUAB_test_TUAB,85.14,1600,682016,TUAB-R,TUAB-R
50,EEGNet_15filter,2fach,Trained_TUAB_test_TUAB,84.78,2717,0,TUAB-R,TUAB-R
51,EEGNet_15filter,2fach,Trained_TUAB_test_TUAB,85.51,2717,1,TUAB-R,TUAB-R
52,EEGNet_15filter,2fach,Trained_TUAB_test_TUAB,85.14,2717,19022005,TUAB-R,TUAB-R
53,EEGNet_15filter,2fach,Trained_TUAB_test_TUAB,84.78,2717,20110407,TUAB-R,TUAB-R
54,EEGNet_15filter,2fach,Trained_TUAB_test_TUAB,84.78,2717,20170629,TUAB-R,TUAB-R
55,EEGNet_15filter,2fach,Trained_TUAB_test_TUAB,84.78,2717,42,TUAB-R,TUAB-R
56,EEGNet_15filter,2fach,Trained_TUAB_test_TUAB,84.42,2717,73,TUAB-R,TUAB-R
57,EEGNet_15filter,2fach,Trained_TUAB_test_TUAB,84.78,2717,5157,TUAB-R,TUAB-R
58,EEGNet_15filter,2fach,Trained_TUAB_test_TUAB,85.87,2717,15011963,TUAB-R,TUAB-R
59,EEGNet_15filter,2fach,Trained_TUAB_test_TUAB,85.87,2717,682016,TUAB-R,TUAB-R
