,model,modelsize,task_name,accuracy,size_trainset,seed,trainset,testset
0,Shallow_28filter,0.5fach,Trained_TUAB_test_TUAB,79.71,100,0,TUAB-R,TUAB-R
1,Shallow_28filter,0.5fach,Trained_TUAB_test_TUAB,81.88,100,1,TUAB-R,TUAB-R
2,Shallow_28filter,0.5fach,Trained_TUAB_test_TUAB,82.25,100,19022005,TUAB-R,TUAB-R
3,Shallow_28filter,0.5fach,Trained_TUAB_test_TUAB,80.8,100,20110407,TUAB-R,TUAB-R
4,Shallow_28filter,0.5fach,Trained_TUAB_test_TUAB,78.99,100,20170629,TUAB-R,TUAB-R
5,Shallow_28filter,0.5fach,Trained_TUAB_test_TUAB,80.07,100,42,TUAB-R,TUAB-R
6,Shallow_28filter,0.5fach,Trained_TUAB_test_TUAB,74.64,100,73,TUAB-R,TUAB-R
7,Shallow_28filter,0.5fach,Trained_TUAB_test_TUAB,78.26,100,5157,TUAB-R,TUAB-R
8,Shallow_28filter,0.5fach,Trained_TUAB_test_TUAB,83.33,100,15011963,TUAB-R,TUAB-R
9,Shallow_28filter,0.5fach,Trained_TUAB_test_TUAB,76.81,100,682016,TUAB-R,TUAB-R
10,Shallow_28filter,0.5fach,Trained_TUAB_test_TUAB,83.33,200,0,TUAB-R,TUAB-R
11,Shallow_28filter,0.5fach,Trained_TUAB_test_TUAB,80.8,200,1,TUAB-R,TUAB-R
12,Shallow_28filter,0.5fach,Trained_TUAB_test_TUAB,83.33,200,19022005,TUAB-R,TUAB-R
13,Shallow_28filter,0.5fach,Trained_TUAB_test_TUAB,80.43,200,20110407,TUAB-R,TUAB-R
14,Shallow_28filter,0.5fach,Trained_TUAB_test_TUAB,82.61,200,20170629,TUAB-R,TUAB-R
15,Shallow_28filter,0.5fach,Trained_TUAB_test_TUAB,80.43,200,42,TUAB-R,TUAB-R
16,Shallow_28filter,0.5fach,Trained_TUAB_test_TUAB,80.8,200,73,TUAB-R,TUAB-R
17,Shallow_28filter,0.5fach,Trained_TUAB_test_TUAB,83.7,200,5157,TUAB-R,TUAB-R
18,Shallow_28filter,0.5fach,Trained_TUAB_test_TUAB,85.87,200,15011963,TUAB-R,TUAB-R
19,Shallow_28filter,0.5fach,Trained_TUAB_test_TUAB,81.16,200,682016,TUAB-R,TUAB-R
20,Shallow_28filter,0.5fach,Trained_TUAB_test_TUAB,81.88,400,0,TUAB-R,TUAB-R
21,Shallow_28filter,0.5fach,Trained_TUAB_test_TUAB,84.06,400,1,TUAB-R,TUAB-R
22,Shallow_28filter,0.5fach,Trained_TUAB_test_TUAB,83.7,400,19022005,TUAB-R,TUAB-R
23,Shallow_28filter,0.5fach,Trained_TUAB_test_TUAB,83.33,400,20110407,TUAB-R,TUAB-R
24,Shallow_28filter,0.5fach,Trained_TUAB_test_TUAB,85.87,400,20170629,TUAB-R,TUAB-R
25,Shallow_28filter,0.5fach,Trained_TUAB_test_TUAB,82.97,400,42,TUAB-R,TUAB-R
26,Shallow_28filter,0.5fach,Trained_TUAB_test_TUAB,82.25,400,73,TUAB-R,TUAB-R
27,Shallow_28filter,0.5fach,Trained_TUAB_test_TUAB,84.06,400,5157,TUAB-R,TUAB-R
28,Shallow_28filter,0.5fach,Trained_TUAB_test_TUAB,85.51,400,15011963,TUAB-R,TUAB-R
29,Shallow_28filter,0.5fach,Trained_TUAB_test_TUAB,82.61,400,682016,TUAB-R,TUAB-R
30,Shallow_28filter,0.5fach,Trained_TUAB_test_TUAB,84.06,800,0,TUAB-R,TUAB-R
31,Shallow_28filter,0.5fach,Trained_TUAB_test_TUAB,83.7,800,1,TUAB-R,TUAB-R
32,Shallow_28filter,0.5fach,Trained_TUAB_test_TUAB,84.06,800,19022005,TUAB-R,TUAB-R
33,Shallow_28filter,0.5fach,Trained_TUAB_test_TUAB,84.78,800,20110407,TUAB-R,TUAB-R
34,Shallow_28filter,0.5fach,Trained_TUAB_test_TUAB,84.78,800,20170629,TUAB-R,TUAB-R
35,Shallow_28filter,0.5fach,Trained_TUAB_test_TUAB,81.16,800,42,TUAB-R,TUAB-R
36,Shallow_28filter,0.5fach,Trained_TUAB_test_TUAB,85.14,800,73,TUAB-R,TUAB-R
37,Shallow_28filter,0.5fach,Trained_TUAB_test_TUAB,85.14,800,5157,TUAB-R,TUAB-R
38,Shallow_28filter,0.5fach,Trained_TUAB_test_TUAB,85.87,800,15011963,TUAB-R,TUAB-R
39,Shallow_28filter,0.5fach,Trained_TUAB_test_TUAB,84.42,800,682016,TUAB-R,TUAB-R
40,Shallow_28filter,0.5fach,Trained_TUAB_test_TUAB,85.87,1600,0,TUAB-R,TUAB-R
41,Shallow_28filter,0.5fach,Trained_TUAB_test_TUAB,84.42,1600,1,TUAB-R,TUAB-R
42,Shallow_28filter,0.5fach,Trained_TUAB_test_TUAB,85.14,1600,19022005,TUAB-R,TUAB-R
43,Shallow_28filter,0.5fach,Trained_TUAB_test_TUAB,84.06,1600,20110407,TUAB-R,TUAB-R
44,Shallow_28filter,0.5fach,Trained_TUAB_test_TUAB,85.51,1600,20170629,TUAB-R,TUAB-R
45,Shallow_28filter,0.5fach,Trained_TUAB_test_TUAB,82.61,1600,42,TUAB-R,TUAB-R
46,Shallow_28filter,0.5fach,Trained_TUAB_test_TUAB,84.42,1600,73,TUAB-R,TUAB-R
47,Shallow_28filter,0.5fach,Trained_TUAB_test_TUAB,84.06,1600,5157,TUAB-R,TUAB-R
48,Shallow_28filter,0.5fach,Trained_TUAB_test_TUAB,85.51,1600,15011963,TUAB-R,TUAB-R
49,Shallow_28filter,0.5fach,Trained_TUAB_test_TUAB,83.33,1600,682016,TUAB-R,TUAB-R
50,Shallow_28filter,0.5fach,Trained_TUAB_test_TUAB,83.33,2717,0,TUAB-R,TUAB-R
51,Shallow_28filter,0.5fach,Trained_TUAB_test_TUAB,81.16,2717,1,TUAB-R,TUAB-R
52,Shallow_28filter,0.5fach,Trained_TUAB_test_TUAB,86.23,2717,19022005,TUAB-R,TUAB-R
53,Shallow_28filter,0.5fach,Trained_TUAB_test_TUAB,85.14,2717,20110407,TUAB-R,TUAB-R
54,Shallow_28filter,0.5fach,Trained_TUAB_test_TUAB,83.7,2717,20170629,TUAB-R,TUAB-R
55,Shallow_28filter,0.5fach,Trained_TUAB_test_TUAB,82.25,2717,42,TUAB-R,TUAB-R
56,Shallow_28filter,0.5fach,Trained_TUAB_test_TUAB,83.7,2717,73,TUAB-R,TUAB-R
57,Shallow_28filter,0.5fach,Trained_TUAB_test_TUAB,82.61,2717,5157,TUAB-R,TUAB-R
58,Shallow_28filter,0.5fach,Trained_TUAB_test_TUAB,85.14,2717,15011963,TUAB-R,TUAB-R
59,Shallow_28filter,0.5fach,Trained_TUAB_test_TUAB,85.51,2717,682016,TUAB-R,TUAB-R
