,modelsize,task_name,accuracy,error,seed,trainset,testset
0,2fach,TUABEXBR_test_TUABEXBR,85.15,14.849999999999994,0,TUABEXB-R,TUABEXB-R
1,2fach,TUABEXBR_test_TUABEXBR,83.91,16.090000000000003,1,TUABEXB-R,TUABEXB-R
2,2fach,TUABEXBR_test_TUABEXBR,85.04,14.959999999999994,19022005,TUABEXB-R,TUABEXB-R
3,2fach,TUABEXBR_test_TUABEXBR,84.81,15.189999999999998,20110407,TUABEXB-R,TUABEXB-R
4,2fach,TUABEXBR_test_TUABEXBR,84.93,15.069999999999993,20170629,TUABEXB-R,TUABEXB-R
5,2fach,TUABEXBR_test_TUABEXBR,84.03,15.969999999999999,42,TUABEXB-R,TUABEXB-R
6,2fach,TUABEXBR_test_TUABEXBR,82.79,17.209999999999994,73,TUABEXB-R,TUABEXB-R
7,2fach,TUABEXBR_test_TUABEXBR,85.94,14.060000000000002,5157,TUABEXB-R,TUABEXB-R
8,2fach,TUABEXBR_test_TUABEXBR,85.15,14.849999999999994,15011963,TUABEXB-R,TUABEXB-R
9,2fach,TUABEXBR_test_TUABEXBR,84.36,15.64,682016,TUABEXB-R,TUABEXB-R
0,4fach,TUABEXBR_test_TUABEXBR,84.36,15.64,0,TUABEXB-R,TUABEXB-R
1,4fach,TUABEXBR_test_TUABEXBR,85.15,14.849999999999994,1,TUABEXB-R,TUABEXB-R
2,4fach,TUABEXBR_test_TUABEXBR,81.66,18.340000000000003,19022005,TUABEXB-R,TUABEXB-R
3,4fach,TUABEXBR_test_TUABEXBR,82.34,17.659999999999997,20110407,TUABEXB-R,TUABEXB-R
4,4fach,TUABEXBR_test_TUABEXBR,86.5,13.5,20170629,TUABEXB-R,TUABEXB-R
5,4fach,TUABEXBR_test_TUABEXBR,84.25,15.75,42,TUABEXB-R,TUABEXB-R
6,4fach,TUABEXBR_test_TUABEXBR,83.69,16.310000000000002,73,TUABEXB-R,TUABEXB-R
7,4fach,TUABEXBR_test_TUABEXBR,84.03,15.969999999999999,5157,TUABEXB-R,TUABEXB-R
8,4fach,TUABEXBR_test_TUABEXBR,85.83,14.170000000000002,15011963,TUABEXB-R,TUABEXB-R
9,4fach,TUABEXBR_test_TUABEXBR,84.14,15.86,682016,TUABEXB-R,TUABEXB-R
